City,Year,Month,Date,Temperature (°C),Total_Consumption_kWh
Gwalior,2019,March,04-03-2019,28.6,2590
Gwalior,2019,March,05-03-2019,27.5,2237
Gwalior,2019,March,06-03-2019,28.8,2293
Gwalior,2019,March,07-03-2019,27.5,2593
Gwalior,2019,March,08-03-2019,29.8,3057
Gwalior,2019,March,09-03-2019,30.2,3040
Gwalior,2019,March,10-03-2019,28.5,2226
Gwalior,2019,March,11-03-2019,28.3,3028
Gwalior,2019,March,12-03-2019,28,3163
Gwalior,2019,March,13-03-2019,27.5,2751
Gwalior,2019,March,14-03-2019,28.3,3858
Gwalior,2019,March,15-03-2019,25.9,3705
Gwalior,2019,March,16-03-2019,26.5,2058
Gwalior,2019,March,17-03-2019,26.1,2410
Gwalior,2019,March,18-03-2019,23.5,2918
Gwalior,2019,March,19-03-2019,24.5,2762
Gwalior,2019,March,20-03-2019,22.9,3150
Gwalior,2019,March,21-03-2019,22.8,3436
Gwalior,2019,March,22-03-2019,21.5,3004
Gwalior,2019,March,23-03-2019,24.5,3599
Gwalior,2019,March,24-03-2019,22.9,2778
Gwalior,2019,March,25-03-2019,22.2,2963
Gwalior,2019,March,26-03-2019,24.8,3517
Gwalior,2019,March,27-03-2019,24.7,3206
Gwalior,2019,March,28-03-2019,23.9,2248
Gwalior,2019,March,29-03-2019,25.9,3335
Gwalior,2019,March,30-03-2019,24.2,2492
Gwalior,2019,March,31-03-2019,24.8,2360
Gwalior,2019,April,01-04-2019,31.5,3951
Gwalior,2019,April,02-04-2019,32.9,4071
Gwalior,2019,April,03-04-2019,34.5,4011
Gwalior,2019,April,04-04-2019,33.3,4686
Gwalior,2019,April,05-04-2019,34.2,4595
Gwalior,2019,April,06-04-2019,34.7,4338
Gwalior,2019,April,07-04-2019,36.1,3549
Gwalior,2019,April,08-04-2019,35,3483
Gwalior,2019,April,09-04-2019,35.9,4697
Gwalior,2019,April,10-04-2019,34.3,4738
Gwalior,2019,April,11-04-2019,34.1,2844
Gwalior,2019,April,12-04-2019,34.7,3475
Gwalior,2019,April,13-04-2019,32.1,2788
Gwalior,2019,April,14-04-2019,33.5,4226
Gwalior,2019,April,15-04-2019,33.3,3620
Gwalior,2019,April,16-04-2019,30.3,2824
Gwalior,2019,April,17-04-2019,30.3,4074
Gwalior,2019,April,18-04-2019,30.1,3942
Gwalior,2019,April,19-04-2019,30.8,3395
Gwalior,2019,April,20-04-2019,28.2,3461
Gwalior,2019,April,21-04-2019,28.4,3711
Gwalior,2019,April,22-04-2019,29.8,3918
Gwalior,2019,April,23-04-2019,29.8,4163
Gwalior,2019,April,24-04-2019,30.2,2689
Gwalior,2019,April,25-04-2019,29.4,3382
Gwalior,2019,April,26-04-2019,30.1,4228
Gwalior,2019,April,27-04-2019,30.9,3085
Gwalior,2019,April,28-04-2019,31.6,3243
Gwalior,2019,April,29-04-2019,30.8,3218
Gwalior,2019,April,30-04-2019,31.9,3227
Gwalior,2019,May,01-05-2019,36.3,4284
Gwalior,2019,May,02-05-2019,36.5,4278
Gwalior,2019,May,03-05-2019,39,4123
Gwalior,2019,May,04-05-2019,38,3251
Gwalior,2019,May,05-05-2019,37.2,3273
Gwalior,2019,May,06-05-2019,37.5,4280
Gwalior,2019,May,07-05-2019,39,3817
Gwalior,2019,May,08-05-2019,37.7,3724
Gwalior,2019,May,09-05-2019,39.3,3842
Gwalior,2019,May,10-05-2019,39,4590
Gwalior,2019,May,11-05-2019,37.1,3672
Gwalior,2019,May,12-05-2019,36.6,3072
Gwalior,2019,May,13-05-2019,37,3936
Gwalior,2019,May,14-05-2019,37,3844
Gwalior,2019,May,15-05-2019,35.6,3375
Gwalior,2019,May,16-05-2019,34.5,3384
Gwalior,2019,May,17-05-2019,36,4477
Gwalior,2019,May,18-05-2019,33.7,3581
Gwalior,2019,May,19-05-2019,33.5,2960
Gwalior,2019,May,20-05-2019,33,3592
Gwalior,2019,May,21-05-2019,31.9,2613
Gwalior,2019,May,22-05-2019,33.6,3929
Gwalior,2019,May,23-05-2019,32.8,3534
Gwalior,2019,May,24-05-2019,33,4424
Gwalior,2019,May,25-05-2019,31.5,3462
Gwalior,2019,May,26-05-2019,32.8,3231
Gwalior,2019,May,27-05-2019,35.2,4655
Gwalior,2019,May,28-05-2019,33.3,2760
Gwalior,2019,May,29-05-2019,34.1,3479
Gwalior,2019,May,30-05-2019,35.4,3845
Gwalior,2019,May,31-05-2019,35.8,4257
Gwalior,2019,June,01-06-2019,36.8,2625
Gwalior,2019,June,02-06-2019,38.2,3687
Gwalior,2019,June,03-06-2019,41,4422
Gwalior,2019,June,04-06-2019,39.3,3236
Gwalior,2019,June,05-06-2019,39.5,3380
Gwalior,2019,June,06-06-2019,41,3207
Gwalior,2019,June,07-06-2019,40.8,4151
Gwalior,2019,June,08-06-2019,41.9,3090
Gwalior,2019,June,09-06-2019,40.3,2496
Gwalior,2019,June,10-06-2019,40.6,3523
Gwalior,2019,June,11-06-2019,39.3,3066
Gwalior,2019,June,12-06-2019,38.9,4059
Gwalior,2019,June,13-06-2019,39.2,3027
Gwalior,2019,June,14-06-2019,39.5,3821
Gwalior,2019,June,15-06-2019,38.3,2511
Gwalior,2019,June,16-06-2019,37.5,3586
Gwalior,2019,June,17-06-2019,37.3,3499
Gwalior,2019,June,18-06-2019,37,3512
Gwalior,2019,June,19-06-2019,36.5,2941
Gwalior,2019,June,20-06-2019,35.7,4008
Gwalior,2019,June,21-06-2019,34.9,3349
Gwalior,2019,June,22-06-2019,36.1,2859
Gwalior,2019,June,23-06-2019,35,2482
Gwalior,2019,June,24-06-2019,35.2,2804
Gwalior,2019,June,25-06-2019,35.5,3966
Gwalior,2019,June,26-06-2019,35.9,3429
Gwalior,2019,June,27-06-2019,35.7,3813
Gwalior,2019,June,28-06-2019,36.2,3293
Gwalior,2019,June,29-06-2019,38.2,3794
Gwalior,2019,June,30-06-2019,38.3,3621
Gwalior,2019,July,01-07-2019,37.4,2789
Gwalior,2019,July,02-07-2019,39.9,2641
Gwalior,2019,July,03-07-2019,38.3,3011
Gwalior,2019,July,04-07-2019,38.9,4579
Gwalior,2019,July,05-07-2019,41.1,4279
Gwalior,2019,July,06-07-2019,40.4,3401
Gwalior,2019,July,07-07-2019,40.1,3509
Gwalior,2019,July,08-07-2019,40.6,3274
Gwalior,2019,July,09-07-2019,39.5,4194
Gwalior,2019,July,10-07-2019,40.3,3872
Gwalior,2019,July,11-07-2019,41.1,2734
Gwalior,2019,July,12-07-2019,39.2,4003
Gwalior,2019,July,13-07-2019,37.7,4319
Gwalior,2019,July,14-07-2019,38.1,4093
Gwalior,2019,July,15-07-2019,37.4,3936
Gwalior,2019,July,16-07-2019,36.4,4343
Gwalior,2019,July,17-07-2019,35.9,4072
Gwalior,2019,July,18-07-2019,35.7,4036
Gwalior,2019,July,19-07-2019,34.8,4295
Gwalior,2019,July,20-07-2019,35.1,2843
Gwalior,2019,July,21-07-2019,34.5,2948
Gwalior,2019,July,22-07-2019,34.8,3386
Gwalior,2019,July,23-07-2019,33.9,3665
Gwalior,2019,July,24-07-2019,34.9,4013
Gwalior,2019,July,25-07-2019,33.7,3900
Gwalior,2019,July,26-07-2019,33,4334
Gwalior,2019,July,27-07-2019,34.6,3777
Gwalior,2019,July,28-07-2019,35.6,3750
Gwalior,2019,July,29-07-2019,36.8,3293
Gwalior,2019,July,30-07-2019,37.3,3946
Gwalior,2019,July,31-07-2019,36.1,3488
Gwalior,2019,August,01-08-2019,35.7,4851
Gwalior,2019,August,02-08-2019,37.3,4493
Gwalior,2019,August,03-08-2019,37.1,2940
Gwalior,2019,August,04-08-2019,37.8,3179
Gwalior,2019,August,05-08-2019,37.5,4303
Gwalior,2019,August,06-08-2019,40.3,3738
Gwalior,2019,August,07-08-2019,40.3,3587
Gwalior,2019,August,08-08-2019,39.1,4831
Gwalior,2019,August,09-08-2019,37.9,2965
Gwalior,2019,August,10-08-2019,37.3,3560
Gwalior,2019,August,11-08-2019,39.3,2717
Gwalior,2019,August,12-08-2019,38.3,3287
Gwalior,2019,August,13-08-2019,38.2,3798
Gwalior,2019,August,14-08-2019,36.9,5010
Gwalior,2019,August,15-08-2019,35.9,3935
Gwalior,2019,August,16-08-2019,35,4380
Gwalior,2019,August,17-08-2019,36,3227
Gwalior,2019,August,18-08-2019,34.6,3819
Gwalior,2019,August,19-08-2019,33.2,4864
Gwalior,2019,August,20-08-2019,35.1,3613
Gwalior,2019,August,21-08-2019,32.1,4259
Gwalior,2019,August,22-08-2019,31.9,4401
Gwalior,2019,August,23-08-2019,33.6,4223
Gwalior,2019,August,24-08-2019,33.1,3192
Gwalior,2019,August,25-08-2019,34.8,2915
Gwalior,2019,August,26-08-2019,32.6,3760
Gwalior,2019,August,27-08-2019,33.2,4331
Gwalior,2019,August,28-08-2019,34.1,3235
Gwalior,2019,August,29-08-2019,36.3,4324
Gwalior,2019,August,30-08-2019,35.4,4427
Gwalior,2019,August,31-08-2019,37.8,2867
Gwalior,2019,September,01-09-2019,33.5,2810
Gwalior,2019,September,02-09-2019,33.8,3170
Gwalior,2019,September,03-09-2019,34.2,4109
Gwalior,2019,September,04-09-2019,36.3,3446
Gwalior,2019,September,05-09-2019,35,3591
Gwalior,2019,September,06-09-2019,37.5,3165
Gwalior,2019,September,07-09-2019,35.6,3567
Gwalior,2019,September,08-09-2019,36,3277
Gwalior,2019,September,09-09-2019,35.7,3173
Gwalior,2019,September,10-09-2019,34.9,3259
Gwalior,2019,September,11-09-2019,35.4,3607
Gwalior,2019,September,12-09-2019,33.9,3521
Gwalior,2019,September,13-09-2019,36.1,3830
Gwalior,2019,September,14-09-2019,33.6,3188
Gwalior,2019,September,15-09-2019,33.4,2916
Gwalior,2019,September,16-09-2019,31.9,4238
Gwalior,2019,September,17-09-2019,31.4,3164
Gwalior,2019,September,18-09-2019,31.8,3946
Gwalior,2019,September,19-09-2019,30.8,3563
Gwalior,2019,September,20-09-2019,31.1,3767
Gwalior,2019,September,21-09-2019,27.9,3386
Gwalior,2019,September,22-09-2019,29.7,3563
Gwalior,2019,September,23-09-2019,30,4223
Gwalior,2019,September,24-09-2019,30.6,3981
Gwalior,2019,September,25-09-2019,30.6,4528
Gwalior,2019,September,26-09-2019,30.5,2681
Gwalior,2019,September,27-09-2019,31,3080
Gwalior,2019,September,28-09-2019,31.6,3614
Gwalior,2019,September,29-09-2019,32.5,3648
Gwalior,2019,September,30-09-2019,33.5,4147
Gwalior,2019,October,01-10-2019,31,2696
Gwalior,2019,October,02-10-2019,28.6,2030
Gwalior,2019,October,03-10-2019,30.4,3072
Gwalior,2019,October,04-10-2019,30.5,3114
Gwalior,2019,October,05-10-2019,32.4,2522
Gwalior,2019,October,06-10-2019,32.6,1512
Gwalior,2019,October,07-10-2019,31.1,3132
Gwalior,2019,October,08-10-2019,32.8,2592
Gwalior,2019,October,09-10-2019,32.8,3479
Gwalior,2019,October,10-10-2019,32.8,3737
Gwalior,2019,October,11-10-2019,30.3,3476
Gwalior,2019,October,12-10-2019,32,2944
Gwalior,2019,October,13-10-2019,28.9,1527
Gwalior,2019,October,14-10-2019,29.1,2795
Gwalior,2019,October,15-10-2019,29.4,3115
Gwalior,2019,October,16-10-2019,27.5,2808
Gwalior,2019,October,17-10-2019,29,1728
Gwalior,2019,October,18-10-2019,26.9,2704
Gwalior,2019,October,19-10-2019,26.8,2243
Gwalior,2019,October,20-10-2019,27.5,2744
Gwalior,2019,October,21-10-2019,28.2,2121
Gwalior,2019,October,22-10-2019,27.7,3487
Gwalior,2019,October,23-10-2019,25.6,2900
Gwalior,2019,October,24-10-2019,25.8,3114
Gwalior,2019,October,25-10-2019,25.1,2810
Gwalior,2019,October,26-10-2019,25.1,3432
Gwalior,2019,October,27-10-2019,25.5,2869
Gwalior,2019,October,28-10-2019,26.1,3315
Gwalior,2019,October,29-10-2019,28.5,3292
Gwalior,2019,October,30-10-2019,29.9,3464
Gwalior,2019,October,31-10-2019,28.6,2256
Gwalior,2019,November,01-11-2019,25.2,3304
Gwalior,2019,November,02-11-2019,26.7,2787
Gwalior,2019,November,03-11-2019,26.1,2899
Gwalior,2019,November,04-11-2019,25.3,2766
Gwalior,2019,November,05-11-2019,26.9,2318
Gwalior,2019,November,06-11-2019,28.4,2270
Gwalior,2019,November,07-11-2019,27.1,3277
Gwalior,2019,November,08-11-2019,26.5,3354
Gwalior,2019,November,09-11-2019,26.4,2459
Gwalior,2019,November,10-11-2019,26.4,2177
Gwalior,2019,November,11-11-2019,26.1,2366
Gwalior,2019,November,12-11-2019,26.5,2741
Gwalior,2019,November,13-11-2019,25.7,2821
Gwalior,2019,November,14-11-2019,26.5,3011
Gwalior,2019,November,15-11-2019,22.5,1859
Gwalior,2019,November,16-11-2019,23,2921
Gwalior,2019,November,17-11-2019,22.1,2597
Gwalior,2019,November,18-11-2019,23.3,3351
Gwalior,2019,November,19-11-2019,22.5,3133
Gwalior,2019,November,20-11-2019,22.6,2949
Gwalior,2019,November,21-11-2019,22.1,2873
Gwalior,2019,November,22-11-2019,20,2253
Gwalior,2019,November,23-11-2019,19.6,1848
Gwalior,2019,November,24-11-2019,20.2,2828
Gwalior,2019,November,25-11-2019,21.5,2997
Gwalior,2019,November,26-11-2019,22,2566
Gwalior,2019,November,27-11-2019,21.5,2353
Gwalior,2019,November,28-11-2019,22.8,3404
Gwalior,2019,November,29-11-2019,22.9,3090
Gwalior,2019,November,30-11-2019,22.2,2822
Gwalior,2019,December,01-12-2019,20.8,2855
Gwalior,2019,December,02-12-2019,20.2,2721
Gwalior,2019,December,03-12-2019,20.9,3075
Gwalior,2019,December,04-12-2019,21.3,2421
Gwalior,2019,December,05-12-2019,21,2529
Gwalior,2019,December,06-12-2019,21.8,3394
Gwalior,2019,December,07-12-2019,22.1,2286
Gwalior,2019,December,08-12-2019,22.4,2610
Gwalior,2019,December,09-12-2019,20.8,3095
Gwalior,2019,December,10-12-2019,21.3,2704
Gwalior,2019,December,11-12-2019,20.6,2274
Gwalior,2019,December,12-12-2019,19.7,2339
Gwalior,2019,December,13-12-2019,20.9,3091
Gwalior,2019,December,14-12-2019,18.5,3400
Gwalior,2019,December,15-12-2019,19.1,2341
Gwalior,2019,December,16-12-2019,17.8,2797
Gwalior,2019,December,17-12-2019,19.5,3409
Gwalior,2019,December,18-12-2019,16.1,2868
Gwalior,2019,December,19-12-2019,17.6,2701
Gwalior,2019,December,20-12-2019,16.9,2647
Gwalior,2019,December,21-12-2019,16.5,2431
Gwalior,2019,December,22-12-2019,15.9,1961
Gwalior,2019,December,23-12-2019,15.5,2767
Gwalior,2019,December,24-12-2019,15.9,3148
Gwalior,2019,December,25-12-2019,16.1,3511
Gwalior,2019,December,26-12-2019,16.7,2926
Gwalior,2019,December,27-12-2019,16.8,2720
Gwalior,2019,December,28-12-2019,17.1,1980
Gwalior,2019,December,29-12-2019,18.6,2879
Gwalior,2019,December,30-12-2019,18,3127
Gwalior,2019,December,31-12-2019,19.2,2653
Gwalior,2020,January,01-01-2020,17,3480
Gwalior,2020,January,02-01-2020,18.3,2680
Gwalior,2020,January,03-01-2020,16.5,3157
Gwalior,2020,January,04-01-2020,18.2,2948
Gwalior,2020,January,05-01-2020,19.4,3084
Gwalior,2020,January,06-01-2020,19.7,3035
Gwalior,2020,January,07-01-2020,19.6,3008
Gwalior,2020,January,08-01-2020,18.9,3395
Gwalior,2020,January,09-01-2020,19.5,2892
Gwalior,2020,January,10-01-2020,20.7,2845
Gwalior,2020,January,11-01-2020,19.5,2220
Gwalior,2020,January,12-01-2020,18.7,2655
Gwalior,2020,January,13-01-2020,18.1,3683
Gwalior,2020,January,14-01-2020,16.9,3340
Gwalior,2020,January,15-01-2020,17.3,3171
Gwalior,2020,January,16-01-2020,17.1,1503
Gwalior,2020,January,17-01-2020,16.1,2444
Gwalior,2020,January,18-01-2020,15.7,2554
Gwalior,2020,January,19-01-2020,14.3,3541
Gwalior,2020,January,20-01-2020,14.2,2940
Gwalior,2020,January,21-01-2020,14.9,2501
Gwalior,2020,January,22-01-2020,12.7,4171
Gwalior,2020,January,23-01-2020,13.5,2627
Gwalior,2020,January,24-01-2020,13.2,2835
Gwalior,2020,January,25-01-2020,13.6,1819
Gwalior,2020,January,26-01-2020,14.4,2329
Gwalior,2020,January,27-01-2020,15.8,3640
Gwalior,2020,January,28-01-2020,14.8,3049
Gwalior,2020,January,29-01-2020,14.8,2941
Gwalior,2020,January,30-01-2020,16.5,3719
Gwalior,2020,January,31-01-2020,17.4,3045
Gwalior,2020,February,01-02-2020,20.4,2973
Gwalior,2020,February,02-02-2020,21.9,2038
Gwalior,2020,February,03-02-2020,22.2,3204
Gwalior,2020,February,04-02-2020,22.6,2387
Gwalior,2020,February,05-02-2020,21.6,3315
Gwalior,2020,February,06-02-2020,23.3,2635
Gwalior,2020,February,07-02-2020,23,2746
Gwalior,2020,February,08-02-2020,23.8,2039
Gwalior,2020,February,09-02-2020,24,2714
Gwalior,2020,February,10-02-2020,22.4,3343
Gwalior,2020,February,11-02-2020,22.2,2531
Gwalior,2020,February,12-02-2020,21.4,3796
Gwalior,2020,February,13-02-2020,20.7,2595
Gwalior,2020,February,14-02-2020,20.9,2964
Gwalior,2020,February,15-02-2020,17.4,3107
Gwalior,2020,February,16-02-2020,18.9,3524
Gwalior,2020,February,17-02-2020,17.7,3016
Gwalior,2020,February,18-02-2020,18.2,3402
Gwalior,2020,February,19-02-2020,17.3,3470
Gwalior,2020,February,20-02-2020,18,2597
Gwalior,2020,February,21-02-2020,17.1,2449
Gwalior,2020,February,22-02-2020,19.7,2375
Gwalior,2020,February,23-02-2020,17.4,2141
Gwalior,2020,February,24-02-2020,17.9,2983
Gwalior,2020,February,25-02-2020,18.6,2979
Gwalior,2020,February,26-02-2020,18.1,2657
Gwalior,2020,February,27-02-2020,19.2,3028
Gwalior,2020,February,28-02-2020,19.4,3138
Gwalior,2020,February,29-02-2020,20,2282
Gwalior,2020,March,01-03-2020,25.3,3537
Gwalior,2020,March,02-03-2020,26.8,2715
Gwalior,2020,March,03-03-2020,26.8,3713
Gwalior,2020,March,04-03-2020,28,2309
Gwalior,2020,March,05-03-2020,27.4,2782
Gwalior,2020,March,06-03-2020,28.9,3314
Gwalior,2020,March,07-03-2020,29.8,2667
Gwalior,2020,March,08-03-2020,29.2,3445
Gwalior,2020,March,09-03-2020,27,3305
Gwalior,2020,March,10-03-2020,27.3,3466
Gwalior,2020,March,11-03-2020,29.5,3389
Gwalior,2020,March,12-03-2020,27.6,3504
Gwalior,2020,March,13-03-2020,27.6,3749
Gwalior,2020,March,14-03-2020,26.9,3291
Gwalior,2020,March,15-03-2020,25.2,2997
Gwalior,2020,March,16-03-2020,26.1,2255
Gwalior,2020,March,17-03-2020,25.4,2570
Gwalior,2020,March,18-03-2020,25.7,3542
Gwalior,2020,March,19-03-2020,23.2,2666
Gwalior,2020,March,20-03-2020,25,2735
Gwalior,2020,March,21-03-2020,22.5,2959
Gwalior,2020,March,22-03-2020,23.4,2211
Gwalior,2020,March,23-03-2020,24.3,3002
Gwalior,2020,March,24-03-2020,21.3,3330
Gwalior,2020,March,25-03-2020,24,3694
Gwalior,2020,March,26-03-2020,24.1,2862
Gwalior,2020,March,27-03-2020,23.6,2813
Gwalior,2020,March,28-03-2020,25.7,1200
Gwalior,2020,March,29-03-2020,26.5,2214
Gwalior,2020,March,30-03-2020,25.8,3225
Gwalior,2020,March,31-03-2020,25.6,3813
Gwalior,2020,April,01-04-2020,33.1,4442
Gwalior,2020,April,02-04-2020,32.8,3403
Gwalior,2020,April,03-04-2020,33.2,3374
Gwalior,2020,April,04-04-2020,34.6,3877
Gwalior,2020,April,05-04-2020,34.6,3392
Gwalior,2020,April,06-04-2020,33.6,3777
Gwalior,2020,April,07-04-2020,34.3,4435
Gwalior,2020,April,08-04-2020,35.1,3129
Gwalior,2020,April,09-04-2020,34.7,2721
Gwalior,2020,April,10-04-2020,34.8,2871
Gwalior,2020,April,11-04-2020,33.9,3789
Gwalior,2020,April,12-04-2020,35.2,4214
Gwalior,2020,April,13-04-2020,32.5,4495
Gwalior,2020,April,14-04-2020,33.8,4362
Gwalior,2020,April,15-04-2020,33.2,3847
Gwalior,2020,April,16-04-2020,31.4,2971
Gwalior,2020,April,17-04-2020,31.4,3573
Gwalior,2020,April,18-04-2020,30.9,2951
Gwalior,2020,April,19-04-2020,29.8,2469
Gwalior,2020,April,20-04-2020,30.7,4161
Gwalior,2020,April,21-04-2020,28.1,4318
Gwalior,2020,April,22-04-2020,28.6,4462
Gwalior,2020,April,23-04-2020,29.6,4189
Gwalior,2020,April,24-04-2020,29,3752
Gwalior,2020,April,25-04-2020,29,3102
Gwalior,2020,April,26-04-2020,30.2,4242
Gwalior,2020,April,27-04-2020,30.2,4080
Gwalior,2020,April,28-04-2020,31.3,3640
Gwalior,2020,April,29-04-2020,31,3640
Gwalior,2020,April,30-04-2020,31.7,4300
Gwalior,2020,May,01-05-2020,37.6,3819
Gwalior,2020,May,02-05-2020,38.2,3222
Gwalior,2020,May,03-05-2020,37.7,3988
Gwalior,2020,May,04-05-2020,39.2,3628
Gwalior,2020,May,05-05-2020,39.6,3590
Gwalior,2020,May,06-05-2020,38.5,4405
Gwalior,2020,May,07-05-2020,38.8,4192
Gwalior,2020,May,08-05-2020,39.2,3868
Gwalior,2020,May,09-05-2020,39.9,3711
Gwalior,2020,May,10-05-2020,39.1,2924
Gwalior,2020,May,11-05-2020,38.3,3109
Gwalior,2020,May,12-05-2020,36.7,4619
Gwalior,2020,May,13-05-2020,36.3,3177
Gwalior,2020,May,14-05-2020,37.4,3341
Gwalior,2020,May,15-05-2020,35.6,3989
Gwalior,2020,May,16-05-2020,36.2,3954
Gwalior,2020,May,17-05-2020,34.7,2545
Gwalior,2020,May,18-05-2020,35,3845
Gwalior,2020,May,19-05-2020,34.5,4702
Gwalior,2020,May,20-05-2020,33.2,2924
Gwalior,2020,May,21-05-2020,33,3069
Gwalior,2020,May,22-05-2020,34.2,3571
Gwalior,2020,May,23-05-2020,32.5,3887
Gwalior,2020,May,24-05-2020,33.2,3648
Gwalior,2020,May,25-05-2020,34.5,3186
Gwalior,2020,May,26-05-2020,34.5,3569
Gwalior,2020,May,27-05-2020,33,3966
Gwalior,2020,May,28-05-2020,34.1,3636
Gwalior,2020,May,29-05-2020,34.9,4722
Gwalior,2020,May,30-05-2020,36.2,3445
Gwalior,2020,May,31-05-2020,36.6,3382
Gwalior,2020,June,01-06-2020,39.6,3637
Gwalior,2020,June,02-06-2020,38.5,3894
Gwalior,2020,June,03-06-2020,39.9,4607
Gwalior,2020,June,04-06-2020,39.5,2908
Gwalior,2020,June,05-06-2020,39.2,3396
Gwalior,2020,June,06-06-2020,42.4,3872
Gwalior,2020,June,07-06-2020,39.9,3409
Gwalior,2020,June,08-06-2020,42.1,4927
Gwalior,2020,June,09-06-2020,40.2,3784
Gwalior,2020,June,10-06-2020,40.5,3692
Gwalior,2020,June,11-06-2020,40.3,3762
Gwalior,2020,June,12-06-2020,40,3200
Gwalior,2020,June,13-06-2020,38.8,2888
Gwalior,2020,June,14-06-2020,38.5,3420
Gwalior,2020,June,15-06-2020,37.2,3777
Gwalior,2020,June,16-06-2020,37.7,4123
Gwalior,2020,June,17-06-2020,38.7,3523
Gwalior,2020,June,18-06-2020,36.7,4031
Gwalior,2020,June,19-06-2020,36.1,3787
Gwalior,2020,June,20-06-2020,34.8,3121
Gwalior,2020,June,21-06-2020,36.1,2994
Gwalior,2020,June,22-06-2020,35.8,3239
Gwalior,2020,June,23-06-2020,34.3,3876
Gwalior,2020,June,24-06-2020,34.4,3094
Gwalior,2020,June,25-06-2020,35.9,4661
Gwalior,2020,June,26-06-2020,36.1,3399
Gwalior,2020,June,27-06-2020,37.2,3369
Gwalior,2020,June,28-06-2020,37.1,2721
Gwalior,2020,June,29-06-2020,38.3,3196
Gwalior,2020,June,30-06-2020,38.1,3478
Gwalior,2020,July,01-07-2020,38.1,3701
Gwalior,2020,July,02-07-2020,36.8,3422
Gwalior,2020,July,03-07-2020,38.8,3933
Gwalior,2020,July,04-07-2020,39.8,3892
Gwalior,2020,July,05-07-2020,38.2,2891
Gwalior,2020,July,06-07-2020,40.3,3561
Gwalior,2020,July,07-07-2020,41.2,2704
Gwalior,2020,July,08-07-2020,39.7,4796
Gwalior,2020,July,09-07-2020,39.8,4260
Gwalior,2020,July,10-07-2020,39.2,3400
Gwalior,2020,July,11-07-2020,38,4349
Gwalior,2020,July,12-07-2020,38.3,3041
Gwalior,2020,July,13-07-2020,39.2,3864
Gwalior,2020,July,14-07-2020,38.8,3456
Gwalior,2020,July,15-07-2020,38.5,3359
Gwalior,2020,July,16-07-2020,35.6,4759
Gwalior,2020,July,17-07-2020,36.3,3146
Gwalior,2020,July,18-07-2020,36.6,3272
Gwalior,2020,July,19-07-2020,34.5,4232
Gwalior,2020,July,20-07-2020,34.5,3549
Gwalior,2020,July,21-07-2020,34.3,4240
Gwalior,2020,July,22-07-2020,35,3358
Gwalior,2020,July,23-07-2020,34.3,3579
Gwalior,2020,July,24-07-2020,34.8,4609
Gwalior,2020,July,25-07-2020,32.1,3595
Gwalior,2020,July,26-07-2020,34.3,3659
Gwalior,2020,July,27-07-2020,33.2,3809
Gwalior,2020,July,28-07-2020,34.8,4132
Gwalior,2020,July,29-07-2020,36.7,4690
Gwalior,2020,July,30-07-2020,37.4,3993
Gwalior,2020,July,31-07-2020,37.1,4246
Gwalior,2020,August,01-08-2020,36.1,3411
Gwalior,2020,August,02-08-2020,36.2,2967
Gwalior,2020,August,03-08-2020,37.4,3502
Gwalior,2020,August,04-08-2020,38.4,4015
Gwalior,2020,August,05-08-2020,38.4,4190
Gwalior,2020,August,06-08-2020,37.6,3481
Gwalior,2020,August,07-08-2020,40,3854
Gwalior,2020,August,08-08-2020,39.7,3946
Gwalior,2020,August,09-08-2020,39.6,3741
Gwalior,2020,August,10-08-2020,40,3481
Gwalior,2020,August,11-08-2020,38.4,3547
Gwalior,2020,August,12-08-2020,38.5,4412
Gwalior,2020,August,13-08-2020,37.3,3091
Gwalior,2020,August,14-08-2020,37.8,3954
Gwalior,2020,August,15-08-2020,37.1,2884
Gwalior,2020,August,16-08-2020,35.5,3844
Gwalior,2020,August,17-08-2020,34.4,4444
Gwalior,2020,August,18-08-2020,34.7,3651
Gwalior,2020,August,19-08-2020,35,3716
Gwalior,2020,August,20-08-2020,33.7,3012
Gwalior,2020,August,21-08-2020,34,3552
Gwalior,2020,August,22-08-2020,33,3524
Gwalior,2020,August,23-08-2020,33.3,4450
Gwalior,2020,August,24-08-2020,34.1,4741
Gwalior,2020,August,25-08-2020,33.5,4136
Gwalior,2020,August,26-08-2020,33.4,3764
Gwalior,2020,August,27-08-2020,34.3,3208
Gwalior,2020,August,28-08-2020,33.2,4090
Gwalior,2020,August,29-08-2020,34.7,3277
Gwalior,2020,August,30-08-2020,36.1,2607
Gwalior,2020,August,31-08-2020,36.8,4075
Gwalior,2020,September,01-09-2020,33.2,3584
Gwalior,2020,September,02-09-2020,36.7,3410
Gwalior,2020,September,03-09-2020,36.5,4526
Gwalior,2020,September,04-09-2020,36.4,3401
Gwalior,2020,September,05-09-2020,35.9,3444
Gwalior,2020,September,06-09-2020,34.5,3814
Gwalior,2020,September,07-09-2020,36.3,3421
Gwalior,2020,September,08-09-2020,36,4150
Gwalior,2020,September,09-09-2020,36.1,3402
Gwalior,2020,September,10-09-2020,36.2,4978
Gwalior,2020,September,11-09-2020,33.6,4268
Gwalior,2020,September,12-09-2020,33.3,3290
Gwalior,2020,September,13-09-2020,33.4,4020
Gwalior,2020,September,14-09-2020,32.8,3718
Gwalior,2020,September,15-09-2020,32.9,4513
Gwalior,2020,September,16-09-2020,31.4,3460
